nazwisko,liczba
MOSKWA,2141
MAJER,2138
WIATR,2136
SZLACHTA,2135
CZARNY,2134
BADURA,2133
BLOCH,2133
KUDŁA,2132
ZALESKI,2129
KARBOWSKI,2126
CYRAN,2125
SYNOWIEC,2125
ZAŁĘSKI,2124
MĄKA,2118
PUZIO,2113
WOJNOWSKI,2113
DUDKIEWICZ,2108
BOGACKI,2106
KONDRACKI,2103
JAKUBCZAK,2102
RUSINEK,2102
SARNA,2098
MIELNIK,2097
SAGAN,2097
SĘKOWSKI,2092
POPEK,2090
BORECKI,2089
GANCARZ,2089
CHRUŚCIEL,2087
SZMIDT,2086
BĘBEN,2085
BOROWICZ,2084
ROZMUS,2080
KARASIŃSKI,2079
MATEJA,2079
MIKOŁAJEWSKI,2077
PACIOREK,2077
KOSIOR,2075
KUPCZYK,2075
MROZIŃSKI,2073
BOCHEŃSKI,2072
PRZYGODA,2072
BAŁDYGA,2071
TRAWIŃSKI,2068
CZAPSKI,2065
STRZELEC,2065
GRZEGORZEWSKI,2063
STACH,2063
WIDERA,2063
KUNICKI,2062
KĘPIŃSKI,2062
PYKA,2062
WOLAŃSKI,2062
DEPTUŁA,2057
KWAŚNIAK,2057
MIROWSKI,2056
MYSZKA,2056
WĄSOWICZ,2056
SUCHODOLSKI,2055
SIUDA,2054
BOGDANOWICZ,2051
KOSIOREK,2051
JELONEK,2048
GAJOS,2045
KARWACKI,2045
KRAWCZYŃSKI,2045
MADEJSKI,2045
KLIŚ,2043
BOROWIECKI,2041
BORUCKI,2040
NIEDŹWIEDŹ,2040
SAJDAK,2039
TOBIASZ,2037
FRYDRYCH,2036
OGONOWSKI,2035
PŁACZEK,2035
CZAPLICKI,2034
RATAJ,2034
WOJNAROWSKI,2033
POZNAŃSKI,2025
DYLEWSKI,2023
GROMEK,2023
BARCZYK,2022
ŻELAZNY,2022
ŁĄCKI,2021
BIEGAŃSKI,2020
JEŻEWSKI,2020
ŁUKOMSKI,2018
KOTARSKI,2016
KROK,2014
JÓZEFOWICZ,2012
SIWAK,2012
KUNA,2008
RUSZKOWSKI,2007
FABISIAK,2005
KUTA,2005
KURKOWSKI,2003
WĄS,2000
KUŁAKOWSKI,1998
ŁYSIAK,1998
JANIEC,1996
PIRÓG,1996
PANKOWSKI,1995
STARZYŃSKI,1991
BOGUSZEWSKI,1990
ZDROJEWSKI,1990
BARTOSIAK,1989
FORMELA,1989
SZNAJDER,1989
HOFMAN,1984
KOSSAKOWSKI,1984
ĆWIEK,1983
MYSZKOWSKI,1981
BAŃKOWSKI,1980
MROZIK,1979
PODOLSKI,1977
KRASOŃ,1976
SOBKOWIAK,1976
OLEKSIAK,1975
MISIEWICZ,1974
KUŹMIŃSKI,1973
KUBALA,1971
LACHOWSKI,1970
CABAN,1967
KORCZYŃSKI,1967
PIENIĄŻEK,1966
WLAZŁO,1965
TWOREK,1964
ZDANOWICZ,1964
KISIELEWSKI,1961
KOCUR,1961
KOTOWICZ,1961
OLESIŃSKI,1961
BAJOR,1960
GÓRZYŃSKI,1959
HAŁAS,1959
ROLA,1959
GUZEK,1957
JANKIEWICZ,1957
JASKUŁA,1957
KASPROWICZ,1957
ZADROŻNY,1956
SZUMSKI,1954
JAROCKI,1953
ZAJKOWSKI,1951
SROCZYŃSKI,1950
GLINKA,1949
RACHWAŁ,1949
ŁATA,1948
POKORSKI,1946
WIKTOR,1946
POŚPIECH,1942
TARKOWSKI,1942
ZIAJA,1941
LUBIŃSKI,1939
KOC,1936
KRASIŃSKI,1936
OLESZCZUK,1936
NOCOŃ,1935
WALKIEWICZ,1934
GŁOWACZ,1933
PACEK,1933
PRZYBYŁEK,1933
DAWIDOWICZ,1931
KAWCZYŃSKI,1930
SKUPIEŃ,1929
WIERZBOWSKI,1929
LISEK,1928
BIELICKI,1927
MARCZYK,1925
SKRZYPIEC,1925
BOGUSŁAWSKI,1920
SAWCZUK,1919
TOMASZEK,1919
STAWSKI,1916
KICIŃSKI,1915
NYKIEL,1915
JANIKOWSKI,1914
KOŁEK,1914
WOJEWODA,1913
MOROZ,1912
KUPIS,1911
RZEŹNIK,1911
BOCIAN,1910
WYSOKIŃSKI,1910
GUZOWSKI,1909
ŻMIJEWSKI,1909
ZAJDEL,1908
PACH,1907
PISKORSKI,1907
PIECHOWIAK,1905
KILIAN,1902
PTASZYŃSKI,1902
GONDEK,1898
KUBAS,1898
KUPCZAK,1898
MROZOWSKI,1898
RYBCZYŃSKI,1896
JACH,1895
SKRZYŃSKI,1895
ŻOCHOWSKI,1895
MAĆKOWSKI,1894
NOWOSIELSKI,1894
STADNIK,1894
KOCH,1892
KUŹNIAR,1889
BRYK,1888
CHOIŃSKI,1888
KARPOWICZ,1888
SAMBORSKI,1888
MATUSZEK,1887
MITURA,1887
OLEK,1886
ZWIERZCHOWSKI,1881
LABUDA,1879
ŁUKASIAK,1878
MARCZUK,1872
MIELEWCZYK,1871
OZIMEK,1871
CYWIŃSKI,1870
DZIĘCIOŁ,1870
DZIK,1869
ŻBIKOWSKI,1869
CHOLEWIŃSKI,1866
ZABIELSKI,1866
GŁUCHOWSKI,1865
DRZAZGA,1863
NOSEK,1862
SŁOWIKOWSKI,1862
ŁUKAWSKI,1862
WOJNAR,1861
PAWŁOWICZ,1860
KULKA,1859
STANKOWSKI,1857
WOŹNICKI,1856
ROZWADOWSKI,1855
SOJA,1855
SZMYT,1855
JODŁOWSKI,1854
POŁEĆ,1853
SPYCHALSKI,1853
SOBIERAJSKI,1851
ANIOŁ,1848
CISZEK,1848
ROGUSKI,1847
CISEK,1846
KUKLIŃSKI,1846
SŁOTA,1845
BIEDRZYCKI,1844
GRABIEC,1844
SUŁEK,1842
ŁOBODA,1842
BORAWSKI,1841
SOSNA,1840
HEBDA,1836
SZEWC,1835
ABRAMCZYK,1834
BOROWY,1834
CAŁKA,1832
HINC,1831
PRZYBYLAK,1831
DOMINIK,1829
GAWŁOWSKI,1825
ADAMCZUK,1822
KUCZERA,1822
PIWOŃSKI,1821
BUDNIK,1820
BARCZAK,1818
PŁACHTA,1818
KNOP,1814
PAWLACZYK,1813
PATYK,1812
GAWĘDA,1811
KOBIELA,1811
KOPKA,1810
PIASKOWSKI,1809
PLATA,1809
JAKUBIK,1806
KALISZEWSKI,1806
STARCZEWSKI,1805
STAWARZ,1803
MACIEJCZYK,1802
TABAKA,1802
WALICKI,1801
ROMAŃCZUK,1799
FLORCZYK,1798
ROWIŃSKI,1798
FORNAL,1797
POLOK,1796
WICHER,1795
WINKLER,1795
KĘDZIA,1793
SEMENIUK,1793
FORTUNA,1792
GÓRCZYŃSKI,1792
PRZYBYŁO,1791
PŁÓCIENNIK,1790
SKUZA,1788
KOZUB,1787
LASKA,1786
RYNKIEWICZ,1786
KUŚNIERZ,1785
DYBOWSKI,1784
DZIĘGIELEWSKI,1784
GIERSZEWSKI,1782
BANASZKIEWICZ,1781
JANECKI,1781
MOKRZYCKI,1780
DURAJ,1779
KURIATA,1779
ABRAMOWICZ,1778
LISZEWSKI,1778
KOZIKOWSKI,1776
MIŁEK,1776
IGNACZAK,1775
POLKOWSKI,1775
KĘDRA,1773
ROGULSKI,1771
GUTKOWSKI,1770
GIBAS,1769
POPIEL,1768
PŁUCIENNIK,1768
STAWIARSKI,1768
WALASEK,1766
SIEMIŃSKI,1761
ŁUKOWSKI,1761
ADAMKIEWICZ,1760
DĘBIŃSKI,1760
MELLER,1760
PAWEŁEK,1759
ZIENKIEWICZ,1759
ANDRZEJAK,1758
JANUSZKIEWICZ,1758
KLIMOWICZ,1758
SWOBODA,1758
WIATROWSKI,1758
JASIAK,1757
BARSZCZEWSKI,1756
WOJTYSIAK,1756
DOPIERAŁA,1752
FILIPOWSKI,1752
KULCZYCKI,1752
ĆWIKŁA,1750
PAWLUS,1749
KWAŚNIK,1748
POKORA,1748
DEPTA,1746
CELIŃSKI,1745
KRYGIER,1743
ŁADA,1742
PIECUCH,1741
PIWKO,1741
CZARNOWSKI,1740
MARCINEK,1740
SZCZĘCH,1739
WARDA,1737
DEMBIŃSKI,1736
FORYŚ,1735
LUPA,1735
BALIŃSKI,1734
LEJA,1733
WALASZCZYK,1733
BIŃKOWSKI,1732
OBARA,1732
CABAJ,1730
ZELEK,1730
KOSEK,1729
PIEKARCZYK,1729
WILKOWSKI,1728
KLICH,1726
PNIEWSKI,1726
SZEWCZAK,1725
ŻACZEK,1725
CHRZĄSZCZ,1724
FILA,1723
JAROSIŃSKI,1722
SAŁATA,1722
MIAZGA,1721
SIEŃKO,1721
BINKOWSKI,1720
PIETRUCHA,1719
ZDANOWSKI,1718
KLIMCZYK,1717
KUFEL,1717
MOSZCZYŃSKI,1717
ŻABIŃSKI,1717
BADOWSKI,1716
JUREWICZ,1716
POŹNIAK,1716
JANOWICZ,1715
SOBALA,1715
FRĄCKIEWICZ,1714
SOŁTYSIK,1714
PANKIEWICZ,1713
GOŁDA,1712
PUSTELNIK,1712
SOBIECH,1711
KUKUŁA,1710
KWAPISZ,1710
CHLEBOWSKI,1709
CHMIELECKI,1707
GIERCZAK,1706
TARASIUK,1706
JASEK,1705
KOWNACKI,1705
KALICKI,1704
KRZYŻANIAK,1703
MOMOT,1703
MATYSEK,1702
WSZOŁEK,1702
DANILUK,1701
MIODUSZEWSKI,1701
KACPERSKI,1700
MRUK,1700
PLISZKA,1700
ZAWADKA,1698
KRZEMIEŃ,1697
KOŻUCH,1696
NARLOCH,1696
KOŚCIELNY,1695
NIZIOŁEK,1694
STEFANOWSKI,1694
TERLECKI,1693
KOWALKOWSKI,1689
LENARTOWICZ,1689
PIECHOWSKI,1689
SKOTNICKI,1689
GŁUSZEK,1688
SZPAKOWSKI,1688
KAZIMIERSKI,1687
MAŁACHOWSKI,1687
ŚWITALSKI,1687
BONIECKI,1685
SKRZYPCZYK,1682
BIENIAS,1681
CZERNIAWSKI,1681
PIKUŁA,1681
KUR,1679
BARTOSZEWICZ,1677
CHUDZIŃSKI,1677
KOŚMIDER,1677
SASIN,1677
MLECZKO,1676
SAŁEK,1676
RYSZKA,1675
GONTARZ,1674
KORALEWSKI,1673
MOŚCICKI,1673
PIELA,1672
SZYDŁO,1672
BĄCZKOWSKI,1670
WOLANIN,1670
ZIOBRO,1670
BĘBENEK,1669
OPALIŃSKI,1669
KLESZCZ,1668
FICEK,1667
SZMIT,1667
BARTOSZ,1666
BROŻYNA,1665
CZOP,1665
GAWRYŚ,1664
GŁODEK,1663
KLIMKIEWICZ,1662
KOPIEC,1661
GRABIŃSKI,1659
PAWEŁCZYK,1658
SAMSEL,1658
SARNECKI,1658
JASIK,1655
SOLARZ,1655
GWIZDAŁA,1654
LIGĘZA,1654
OCHMAN,1653
NIEDBAŁA,1650
SAK,1649
KUŁAGA,1646
PEPLIŃSKI,1646
ŚWIĘCICKI,1646
RUTA,1643
SAS,1641
BAJER,1640
IGNASIAK,1640
KAIM,1639
KASIŃSKI,1639
ZDUŃCZYK,1638
PARZYCH,1637
CICHOWSKI,1635
KŁAK,1635
KRZYSZTOFIK,1634
SIWIŃSKI,1634
WANAT,1634
DRAB,1632
PIECHA,1631
ŻYDEK,1630
IDZIKOWSKI,1629
SADŁOWSKI,1629
URBANIK,1628
MANIA,1627
MELNYK,1626
BAŃKA,1625
MATKOWSKI,1625
ROSTKOWSKI,1625
ISKRA,1622
GÓRNIK,1621
JURGA,1621
LECHOWICZ,1619
OKOŃSKI,1619
ORLIŃSKI,1619
STASIK,1618
SYPNIEWSKI,1617
ROJEWSKI,1616
RZEPA,1616
CIEŚLAR,1615
ORLIK,1615
PASIEKA,1614
GRAD,1613
TARGOSZ,1613
JABŁONOWSKI,1612
MICHALEC,1611
KARWAT,1610
PONIATOWSKI,1610
JURASZEK,1609
BABIŃSKI,1608
JAWOROWSKI,1608
ŚWINIARSKI,1607
BOCZEK,1606
BORZĘCKI,1606
KIERZKOWSKI,1606
KOSAKOWSKI,1606
PALKA,1606
KONKOL,1605
ULATOWSKI,1603
GRUSZECKI,1601
BŁASIAK,1599
OLEJARZ,1599
POLAKOWSKI,1599
WĄTROBA,1599
BARNAŚ,1597
DOMARADZKI,1597
BIL,1596
SZCZĘŚNIAK,1596
SZYMBORSKI,1596
MACIAK,1595
SZYMURA,1595
SŁABY,1595
KOSECKI,1594
MAJCHROWSKI,1593
CHĘCIŃSKI,1591
MACHAJ,1591
BASIŃSKI,1590
CIESZYŃSKI,1590
KUŹNIK,1590
BOMBA,1588
KACPRZYK,1586
PALIWODA,1586
WILCZAK,1586
SADKOWSKI,1585
ŁOZIŃSKI,1584
DRAGAN,1583
PRUSAK,1582
PRZYBOROWSKI,1581
SUSZEK,1580
STEFANOWICZ,1579
KISZKA,1578
CZARNIK,1577
TYSZKA,1573
JARZĄB,1572
KRYŃSKI,1572
ZARZECKI,1571
BOCZKOWSKI,1570
KUSTRA,1570
LEWKOWICZ,1570
BRZÓSKA,1569
WINIARCZYK,1569
GŁUCH,1568
SPYRA,1568
KASPRZYCKI,1567
WACHOWICZ,1567
KORYCKI,1566
KARBOWIAK,1565
MIERNIK,1565
SKOCZEŃ,1565
PORADA,1564
JAGIEŁA,1561
GIEMZA,1559
GRALAK,1559
ZĄBEK,1559
ŁUKASZCZYK,1559
WIKTOROWICZ,1557
MRÓWKA,1556
TOCZEK,1556
MICKIEWICZ,1555
JAGŁA,1554
KANTOR,1554
CHMIELOWIEC,1553
MYŚLIŃSKI,1553
JASZCZUK,1552
GAWIN,1551
PIETRASIK,1551
SÓJKA,1551
JÓZEFIAK,1550
KRZYWDA,1548
NIKIEL,1547
MUSIELAK,1546
SKWARA,1545
WAWER,1545
WOJTAŚ,1545
KLEPACKI,1543
WRONKA,1543
KOTECKI,1542
KĄDZIELA,1542
MOCZULSKI,1542
CZERNIK,1541
SOBIECKI,1540
KĄDZIOŁKA,1539
CICHECKI,1538
BAŁA,1537
KLOCEK,1537
NAPORA,1537
SUDER,1534
SUKIENNIK,1534
POLOCZEK,1533
WALA,1533
BYKOWSKI,1532
GALANT,1532
JARZYNA,1532
KACZMARZYK,1532
ŚWISTAK,1532
DOMIN,1531
RODZIEWICZ,1531
SUWAŁA,1531
CHRZAN,1530
KOCOT,1530
GRALA,1527
KOCIOŁEK,1527
OSIAK,1526
ŻYWICKI,1523
LIPOWSKI,1522
FIRLEJ,1520
KALEMBA,1520
STEFAŃCZYK,1520
KUŚMIERCZYK,1519
BIAŁOWĄS,1518
GĘBALA,1518
POGODA,1518
CIOSEK,1517
CISOWSKI,1517
TAŃSKI,1517
ANTOSIK,1516
SABAT,1516
BRZOSTEK,1513
GŁÓD,1513
KUŚMIERZ,1513
PODOLAK,1511
BALCER,1507
KONIK,1506
LANGNER,1506
PRZYTUŁA,1503
KOPERSKI,1502
PŁOTKA,1501
WOJTALA,1501
MNICH,1500
JOPEK,1499
KRZYWICKI,1499
PIÓRO,1499
ORLIKOWSKI,1497
BĘDKOWSKI,1496
BRYL,1494
PIETKIEWICZ,1494
PIETRUSZEWSKI,1493
PAWLUK,1492
GOŁDYN,1491
ANDRUSZKIEWICZ,1490
JAŃCZAK,1490
DYRDA,1488
DUTKA,1486
SŁOMSKI,1486
TĘCZA,1486
KRYSZTOFIAK,1485
PŁAZA,1485
GRZESZCZAK,1484
SZMIGIEL,1484
RADZIK,1483
STRUZIK,1483
SZYSZKO,1483
TYSZKIEWICZ,1483
DEJA,1482
DMOCHOWSKI,1482
STAŚKIEWICZ,1482
WŁODARCZAK,1482
FEDOROWICZ,1481
KRZYŻAK,1481
CIECHANOWSKI,1479
PACHOLSKI,1479
BAJOREK,1478
BATKO,1478
MARTYNIUK,1478
CZERNECKI,1477
GINTER,1476
KWIDZIŃSKI,1476
ZYŚK,1476
ŁĘCKI,1476
KOTWICA,1475
BUTKIEWICZ,1473
KASZA,1473
CHROSTOWSKI,1472
CHYŁA,1472
PODSIADŁY,1472
SIWIK,1472
GRĄDZKI,1471
PYTLIK,1471
DEREŃ,1470
PIETRASZEK,1470
DZIUBEK,1469
JAŻDŻEWSKI,1469
KURZEJA,1469
PABIAN,1469
BOLEK,1468
KRYNICKI,1468
MĄCZYŃSKI,1468
PUDŁO,1467
ROKOSZ,1467
TYCZYŃSKI,1466
BRZOZA,1465
ŻÓŁTOWSKI,1465
MALCZYK,1464
PRZYWARA,1464
SZERSZEŃ,1464
MICHNA,1463
WASIK,1463
GOŹDZIK,1462
JAREK,1462
MIOTK,1462
KORCZ,1461
KARBOWNIK,1460
WOŁOWIEC,1460
MISZCZUK,1458
KRUPSKI,1457
STARZYK,1456
KRET,1455
ZAWIERUCHA,1455
BOROWIK,1453
WASILUK,1453
ŁASKI,1453
BARTOSZEWSKI,1452
FILIPKOWSKI,1452
KOCIK,1451
KUŁAK,1451
GODEK,1450
PAŁASZ,1450
PIEKUT,1450
PAWELCZYK,1448
GORZKOWSKI,1447
ŚWIDEREK,1447
KACZKOWSKI,1446
KOTAS,1446
PASZKO,1445
STANIK,1445
STAROSTA,1445
FISZER,1444
KUCZKOWSKI,1444
WASZCZUK,1444
WEGNER,1444
TALAGA,1443
TARNAWSKI,1442
BARYŁA,1441
MIŁKOWSKI,1441
ZWIERZYŃSKI,1441
SOBOL,1440
STRZYŻEWSKI,1440
OBRĘBSKI,1439
ŁAGOWSKI,1438
RUSIECKI,1437
SADŁO,1433
SZCZEPKOWSKI,1433
WIERZBA,1432
GOŁAWSKI,1431
MAKSYMIUK,1431
ŻABA,1431
GRUBA,1430
RAPACZ,1430
JEDLIŃSKI,1429
KAPAŁA,1429
MŁYŃSKI,1429
GÓŹDŹ,1428
SKOCZEK,1428
KUBIŃSKI,1427
KURPIEWSKI,1426
NIEWĘGŁOWSKI,1425
BARTKIEWICZ,1424
WENTA,1424
BRZEZICKI,1422
NĘDZA,1422
NOWOSAD,1421
BODNAR,1419
GÓRNICKI,1419
NOWIK,1419
JANCZEWSKI,1418
KUKIEŁKA,1417
PTASZEK,1417
GRONOWSKI,1415
LIPA,1415
KOSICKI,1413
PTASIŃSKI,1413
SOBECKI,1413
ŻYGADŁO,1413
REGULSKI,1411
CZECHOWICZ,1410
KMITA,1410
LISIAK,1410
GNIADEK,1409
CHODOROWSKI,1407
FRANCZYK,1407
LESIŃSKI,1407
MACHURA,1407
ŁOJEK,1407
BARTOS,1406
SZABLEWSKI,1406
MIELNICZUK,1405
SMAGA,1403
KOCOŃ,1402
MATUSZCZYK,1402
PROKOPOWICZ,1402
GĘBSKI,1401
SZAŁKOWSKI,1401
GOLIK,1400
RAFALSKI,1400
ŻĄDŁO,1400
PAKULSKI,1398
MALIŃSKI,1396
JURA,1395
KURDZIEL,1395
ROMANOWICZ,1395
JĘDRZEJAK,1394
KRAWCZAK,1394
MARSZAŁ,1394
BLICHARZ,1393
FĄFARA,1393
GUCWA,1393
JAKUBEK,1393
RAWSKI,1393
ROGACKI,1393
STOLAREK,1393
ŚMIETANA,1393
CHMIELOWSKI,1391
KIEDROWSKI,1391
KONIOR,1391
PAŁYS,1391
CIEPLIŃSKI,1390
SULIMA,1390
ZIÓŁEK,1390
SAKOWICZ,1388
WIEWIÓRA,1388
KMIECIAK,1386
KROPIDŁOWSKI,1385
KASZUBOWSKI,1384
KOBIAŁKA,1384
WIĘCŁAW,1384
CEGIELSKI,1383
SKRZYNIARZ,1383
ŚMIAŁEK,1383
CZEKAŁA,1382
DMOWSKI,1381
KIJEWSKI,1381
OLKOWSKI,1381
SZCZECIŃSKI,1380
DRĄŻEK,1379
LIBERA,1379
SCHULZ,1378
IDZIAK,1377
STYŚ,1375
MAKOWIECKI,1374
JAMROZIK,1373
JARZYŃSKI,1373
KARP,1373
OPAŁKA,1373
RICHTER,1373
SAWA,1373
SULEJ,1372
WALKOWSKI,1372
FRYC,1371
JELIŃSKI,1371
KOŁTUN,1371
KĘSKA,1371
MRÓWCZYŃSKI,1371
KONIECZKA,1370
PERZ,1369
DZIADOSZ,1368
MIGDAŁ,1368
GĘBKA,1367
SARZYŃSKI,1366
WOJTAL,1366
GRZEGOREK,1365
SZREDER,1365
WALCZUK,1364
BRYŚ,1362
MOŻDŻEŃ,1362
WĄCHAŁA,1362
RZESZUTEK,1360
CZOPEK,1359
STARZEC,1359
MAŁKIEWICZ,1358
STROJNY,1358
GAPIŃSKI,1357
PALACZ,1357
WAŻNY,1357
BRZÓZKA,1356
MARCZYŃSKI,1356
MICHNIEWICZ,1356
ZAMOJSKI,1356
KRYCZKA,1355
DANIELEWICZ,1354
PACYNA,1354
CZEKALSKI,1353
STEFANIUK,1353
AUGUSTYNOWICZ,1352
BIGOS,1352
BUJNOWSKI,1352
MAGDZIARZ,1352
WĄDOŁOWSKI,1351
DĘBEK,1350
DZIUBIŃSKI,1349
MADEJA,1349
MIŁOSZ,1349
NIEWIŃSKI,1349
SKARŻYŃSKI,1349
BŁOCH,1347
CYBULA,1345
WOJCIESZAK,1345
LUBAŃSKI,1344
JAWOREK,1343
BORUTA,1342
KOCHAN,1342
KRASNODĘBSKI,1342
LANGER,1342
SOROKA,1342
WOŁEK,1342
ŚWIĘTEK,1342
ŁUKASZUK,1341
KARASIEWICZ,1340
RĘBISZ,1340
GACA,1339
KAPŁON,1339
BIZOŃ,1338
BURAK,1338
MURZYN,1338
STACHYRA,1338
ŁUPIŃSKI,1338
FIJOŁEK,1337
KOLIŃSKI,1337
RYDZ,1337
ZANIEWSKI,1336
KOŹLIK,1335
STRÓŻYK,1335
GUZY,1334
PAŁCZYŃSKI,1334
GRAJEWSKI,1333
KOTŁOWSKI,1333
DZWONKOWSKI,1332
KRYSIŃSKI,1332
NIEDŹWIEDZKI,1332
BACZEWSKI,1331
SIELSKI,1330
RADZIEJEWSKI,1329
STRZAŁKA,1329
SOKALSKI,1328
SZYMKIEWICZ,1328
SŁOMA,1328
ŻUROWSKI,1328
CZARKOWSKI,1325
WOLF,1324
MIKRUT,1322
TYBURSKI,1322
KŁYS,1321
STĘPIŃSKI,1321
ANTONIUK,1320
SIEKIERSKI,1320
BŁAŻEJCZYK,1319
FURMANEK,1319
GROMADZKI,1319
MÜLLER,1319
PSZCZÓŁKOWSKI,1319
WALASZEK,1319
KUMOR,1318
MICHTA,1317
PALUSZKIEWICZ,1317
WOCH,1317
DUDKA,1316
CZERSKI,1315
KARCZMARCZYK,1314
MATUŁA,1314
ROSÓŁ,1314
SKAWIŃSKI,1314
CIECIERSKI,1313
KURZYŃSKI,1313
PAROL,1313
KLIMKOWSKI,1312
OLSZOWY,1312
PUDEŁKO,1312
GRZANKA,1311
RYGIELSKI,1311
JUSZKIEWICZ,1310
KRAUS,1310
MAZGAJ,1310
BUCZAK,1309
DOBEK,1309
SURMACZ,1309
SŁUPSKI,1309
HAWRYLUK,1308
DOROSZ,1307
SIECZKA,1307
WOJTKIEWICZ,1307
FIC,1306
GALUS,1306
PADUCH,1306
SKÓRKA,1306
GRZĘDA,1305
OCZKOWSKI,1305
GREŃ,1304
RUSAK,1304
SINGH,1304
BAJ,1303
PASTUSZAK,1303
POTRYKUS,1303
LATOS,1302
ADAMOWSKI,1301
KULCZYŃSKI,1301
MAŚLAK,1301
PRUSZYŃSKI,1301
JANECZKO,1300
GAŁEK,1299
KONEFAŁ,1299
OKRÓJ,1299
ŚMIGIEL,1299
GOŚCINIAK,1298
GAIK,1297
JAROSZEWICZ,1297
KABAT,1297
KULAK,1296
POTOCZNY,1296
GRUCHAŁA,1294
JANOTA,1294
RADOŃ,1293
LIZAK,1292
BARTYZEL,1290
CIUPA,1288
RYCHTER,1288
JAROSZEK,1287
ARCISZEWSKI,1286
BISKUPSKI,1285
GALA,1285
KOLANO,1285
MUZYKA,1285
REK,1285
REKOWSKI,1285
WYKA,1285
BARSKI,1284
STANIEK,1284
CHABOWSKI,1283
GÓRAK,1283
SKÓRSKI,1283
KIJAK,1282
CIURA,1280
KUBAT,1280
NOGAJ,1280
TKOCZ,1280
ŻYŁKA,1280
PELCZAR,1277
BABICZ,1276
KUPKA,1276
KALATA,1275
ŁOPATA,1275
BRZYSKI,1274
BŁASZKOWSKI,1274
RUTKA,1274
WENCEL,1274
JASZCZAK,1273
KUĆ,1273
MIGAS,1273
PALA,1273
POMORSKI,1273
RAJSKI,1273
TARCZYŃSKI,1273
ZIEMIŃSKI,1273
BAR,1271
BIEGUN,1271
KARDAS,1271
SMOLAK,1271
ŁABĘDZKI,1270
MATYS,1269
SZYMONIAK,1269
CEGLAREK,1268
NAKONIECZNY,1268
SIEK,1268
FIEDOROWICZ,1267
DOLECKI,1266
NAWARA,1265
OCHOCKI,1264
GARBOWSKI,1263
POWROŹNIK,1263
SOSZYŃSKI,1263
WOŹNICZKA,1263
KUBIŚ,1261
STOPKA,1261
PŁOŃSKI,1260
GRADOWSKI,1259
IDZIK,1257
SITKOWSKI,1257
ŁUNIEWSKI,1256
GURGUL,1255
BAKALARZ,1254
BUCKI,1254
KOPAŃSKI,1254
PAŹDZIOR,1253
WRZESZCZ,1253
BĄCZYK,1252
MARCHLEWSKI,1252
KLUCZYŃSKI,1251
STYCZEŃ,1251
STRĄCZEK,1250
ZACHARSKI,1250
BAZAN,1249
DRZYMAŁA,1249
PRZYBYŁOWSKI,1249
DOMŻALSKI,1248
FRONTCZAK,1248
KARDASZ,1248
KASPERCZYK,1248
CIBOROWSKI,1247
KOCJAN,1247
SMOLARCZYK,1247
GŁĘBOCKI,1246
KUBERA,1246
BACH,1245
HOPPE,1245
JAROMIN,1245
KLECHA,1245
KOTULA,1245
NIZIOŁ,1245
BRODZIŃSKI,1244
DOMBROWSKI,1244
RÓŻALSKI,1244
CZARNIECKI,1243
JAKUBOWICZ,1243
SOBIESKI,1243
WALTER,1243
MACIOŁEK,1242
DURKA,1241
FIGURSKI,1241
KONARZEWSKI,1241
MASTERNAK,1241
RACZEK,1241
FOLTYN,1240
GRĘDA,1240
KWIEK,1240
WAJS,1240
BRZOSTOWSKI,1239
FOJCIK,1239
KONKEL,1238
MARCISZ,1238
ŁOJEWSKI,1238
KUCIA,1237
KURAS,1237
RAJEWSKI,1237
WIERCIŃSKI,1237
WISZOWATY,1237
ZAPART,1237
BONK,1235
FALKIEWICZ,1234
STRUGAŁA,1234
SZARY,1232
GAŁKOWSKI,1229
DUDZIC,1228
KRAMARZ,1228
MAZUROWSKI,1228
SZYDLIK,1228
TREDER,1228
BUJALSKI,1227
BYCZKOWSKI,1227
KOTLIŃSKI,1226
OLSZÓWKA,1226
SOLIŃSKI,1226
SZABŁOWSKI,1226
ROLKA,1224
GOS,1223
MRZYGŁÓD,1223
PYTLAK,1223
WIĘCH,1223
BANASZCZYK,1222
BRODZIAK,1222
JARZĘBSKI,1222
TALAREK,1222
BERNAŚ,1220
LANGOWSKI,1220
MIKOS,1220
RADWAN,1220
STAŃKO,1220
MICHALCZUK,1219
MROŻEK,1219
RUSZCZYK,1219
GARCZYŃSKI,1218
GRODZICKI,1217
WEISS,1217
PRZYGODZKI,1216
KACZOREK,1215
SIDOROWICZ,1215
SZLACHETKA,1215
GRZYWA,1214
KOSIBA,1213
DYL,1212
KEMPIŃSKI,1212
WAŚKO,1211
BUDZIK,1210
MAĆKIEWICZ,1210
SULEWSKI,1210
LENKIEWICZ,1209
MATRAS,1209
RYCZEK,1209
SZYSZKOWSKI,1209
JANIA,1208
LEHMANN,1208
MUSIALIK,1208
SIERAKOWSKI,1208
ZABORSKI,1207
MALINA,1206
ŚWIĘCH,1206
DEMBOWSKI,1205
TOMASIAK,1203
TRZASKOWSKI,1203
GRZESZCZYK,1199
PĘKAŁA,1199
SIWY,1199
KOWOL,1198
ORZOŁ,1198
ŻAKOWSKI,1198
GORCZYŃSKI,1197
GRZESZCZUK,1197
LEBIODA,1197
JADCZAK,1195
KORDEK,1195
SULIKOWSKI,1195
BODZIONY,1194
STANISZ,1194
DERDA,1193
